Category,City,Country,Customer Name,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales,Sales Forecast,Sales per Customer
Furniture,Richmond,United States,Linda Cazamias,21/2/2011,CA-2011-109491,47374,"Master Caster Door Stop, Brown",Central,Corporate,27/2/2011,Standard Class,Indiana,Furnishings,6,6,0,1,7,0.34,4,20,27,20.32
Technology,Richmond,United States,Linda Cazamias,21/2/2011,CA-2011-109491,47374,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Central,Corporate,27/2/2011,Standard Class,Indiana,Accessories,6,6,0,1,22,0.36,3,62,82,62.31
Office Supplies,Woodstock,United States,Tamara Manning,22/2/2011,CA-2011-165540,60098,GBC Standard Plastic Binding Systems Combs,Central,Consumer,26/2/2011,Standard Class,Illinois,Binders,4,6,0.8,1,-14,-1.55,5,9,12,8.85
Office Supplies,Moreno Valley,United States,Sue Ann Reed,23/2/2011,CA-2011-133354,92553,Xerox 220,West,Consumer,25/2/2011,First Class,California,Paper,2,1,0,1,9,0.48,3,19,25,19.44
Office Supplies,El Paso,United States,Michael Grace,24/2/2011,CA-2011-103744,79907,GBC Plastic Binding Combs,Central,Home Office,28/2/2011,Standard Class,Texas,Binders,4,6,0.8,1,-7,-1.55,3,4,6,4.43
Office Supplies,El Paso,United States,Michael Grace,24/2/2011,CA-2011-103744,79907,Staples,Central,Home Office,28/2/2011,Standard Class,Texas,Labels,4,6,0.2,1,2,0.338,3,7,9,6.94
Office Supplies,Medford,United States,Jennifer Halladay,25/2/2011,US-2011-137680,97504,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",West,Consumer,2/3/2011,Standard Class,Oregon,Paper,5,6,0.2,1,11,0.338,4,33,43,32.9
Office Supplies,Medford,United States,Jennifer Halladay,25/2/2011,US-2011-137680,97504,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",West,Consumer,2/3/2011,Standard Class,Oregon,Paper,5,6,0.2,1,8,0.338,3,23,30,22.78
Office Supplies,Columbus,United States,Joy Smith,28/2/2011,CA-2011-156545,43229,Zebra Zazzle Fluorescent Highlighters,East,Consumer,3/3/2011,First Class,Ohio,Art,3,1,0.2,1,3,0.175,4,19,25,19.46
Furniture,El Paso,United States,Shahid Collister,1/3/2011,CA-2011-131009,79907,Harbour Creations Steel Folding Chair,Central,Consumer,5/3/2011,Standard Class,Texas,Chairs,4,6,0.3,1,0,0,6,362,475,362.25
Furniture,El Paso,United States,Shahid Collister,1/3/2011,CA-2011-131009,79907,DAX Black Cherry Wood-Tone Poster Frame,Central,Consumer,5/3/2011,Standard Class,Texas,Furnishings,4,6,0.6,1,-35,-0.55,6,64,83,63.55
Furniture,Elmhurst,United States,Vicky Freymann,1/3/2011,CA-2011-113880,60126,Novimex Swivel Fabric Task Chair,Central,Home Office,5/3/2011,Standard Class,Illinois,Chairs,4,6,0.3,1,-172,-0.271,6,634,831,634.12
Office Supplies,El Paso,United States,Shahid Collister,1/3/2011,CA-2011-131009,79907,Plymouth Boxed Rubber Bands by Plymouth,Central,Consumer,5/3/2011,Standard Class,Texas,Fasteners,4,6,0.2,1,-4,-0.188,5,19,25,18.84
Office Supplies,El Paso,United States,Shahid Collister,1/3/2011,CA-2011-131009,79907,Fellowes Bankers Box Recycled Super Stor/Drawer,Central,Consumer,5/3/2011,Standard Class,Texas,Storage,4,6,0.2,1,-23,-0.175,3,130,170,129.55
Office Supplies,Elmhurst,United States,Vicky Freymann,1/3/2011,CA-2011-113880,60126,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Central,Home Office,5/3/2011,Standard Class,Illinois,Paper,4,6,0.2,1,6,0.325,3,17,23,17.47
Technology,New York City,United States,Hallie Redmond,1/3/2011,US-2011-143707,10035,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,East,Home Office,5/3/2011,Standard Class,New York,Phones,4,6,0,1,2,0.27,3,6,8,5.94
Furniture,Seattle,United States,Dave Brooks,1/3/2011,CA-2011-104269,98115,Global Deluxe High-Back Manager's Chair,West,Consumer,6/3/2011,Second Class,Washington,Chairs,5,3,0.2,1,51,0.113,2,458,600,457.57
Furniture,Houston,United States,Giulietta Weimer,1/3/2011,CA-2011-168312,77036,Bevis Round Conference Room Tables and Bases,Central,Consumer,7/3/2011,Standard Class,Texas,Tables,6,6,0.3,1,-43,-0.114,3,377,493,376.51
Office Supplies,Houston,United States,Giulietta Weimer,1/3/2011,CA-2011-168312,77036,Recycled Steel Personal File for Hanging File Folders,Central,Consumer,7/3/2011,Standard Class,Texas,Storage,6,6,0.2,1,9,0.062,3,137,180,137.35
Office Supplies,Philadelphia,United States,Nicole Hansen,2/3/2011,CA-2011-111157,19120,Xerox 1971,East,Corporate,6/3/2011,Standard Class,Pennsylvania,Paper,4,6,0.2,1,1,0.313,1,3,4,3.42
Technology,Philadelphia,United States,Nicole Hansen,2/3/2011,CA-2011-111157,19120,Hypercom P1300 Pinpad,East,Corporate,6/3/2011,Standard Class,Pennsylvania,Accessories,4,6,0.2,1,32,0.213,3,151,198,151.2
Office Supplies,New York City,United States,Kristina Nunn,2/3/2011,CA-2011-107524,10009,Staples,East,Home Office,8/3/2011,Standard Class,New York,Envelopes,6,6,0,1,5,0.47,2,11,15,11.36
Office Supplies,New York City,United States,Kristina Nunn,2/3/2011,CA-2011-107524,10009,"Array Parchment Paper, Assorted Colors",East,Home Office,8/3/2011,Standard Class,New York,Paper,6,6,0,1,17,0.48,5,36,48,36.4
Furniture,San Diego,United States,Eva Jacobs,3/3/2011,CA-2011-105648,92037,"Bevis Oval Conference Table, Walnut",West,Consumer,7/3/2011,Standard Class,California,Tables,4,6,0.2,1,-23,-0.038,3,626,821,626.35
Office Supplies,Houston,United States,Sam Craven,3/3/2011,CA-2011-130421,77095,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Consumer,7/3/2011,Standard Class,Texas,Appliances,4,6,0.8,1,-460,-2.6,3,177,232,176.77
Office Supplies,Wilmington,United States,Ashley Jarboe,3/3/2011,CA-2011-155852,28403,Zebra Zazzle Fluorescent Highlighters,South,Consumer,7/3/2011,Second Class,North Carolina,Art,4,3,0.2,1,3,0.175,4,19,25,19.46
Furniture,Columbus,United States,Jill Stevenson,3/3/2011,US-2011-127978,43229,O'Sullivan 4-Shelf Bookcase in Odessa Pine,East,Corporate,8/3/2011,Standard Class,Ohio,Bookcases,5,6,0.5,1,-200,-0.66,5,302,396,302.45
Office Supplies,Columbus,United States,Jill Stevenson,3/3/2011,US-2011-127978,43229,Avery 495,East,Corporate,8/3/2011,Standard Class,Ohio,Labels,5,6,0.2,1,5,0.325,3,15,20,15.12
Office Supplies,Columbus,United States,Jill Stevenson,3/3/2011,US-2011-127978,43229,Eldon Shelf Savers Cubes and Bins,East,Corporate,8/3/2011,Standard Class,Ohio,Storage,5,6,0.2,1,-10,-0.225,8,45,59,44.67
Office Supplies,New York City,United States,Anne Pryor,3/3/2011,CA-2011-127964,10035,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,Home Office,8/3/2011,Standard Class,New York,Binders,5,6,0.2,1,9,0.363,5,25,33,25.32
Office Supplies,New York City,United States,Anne Pryor,3/3/2011,CA-2011-127964,10035,Ibico Laser Imprintable Binding System Covers,East,Home Office,8/3/2011,Standard Class,New York,Binders,5,6,0.2,1,41,0.325,3,126,165,125.76
Technology,New York City,United States,Anne Pryor,3/3/2011,CA-2011-127964,10035,PowerGen Dual USB Car Charger,East,Home Office,8/3/2011,Standard Class,New York,Phones,5,6,0,1,5,0.46,1,10,13,9.99
Office Supplies,Columbia,United States,Clay Ludtke,4/3/2011,CA-2011-116239,29203,Sensible Storage WireTech Storage Systems,South,Consumer,4/3/2011,Same Day,South Carolina,Storage,0,0,0,1,18,0.05,5,355,465,354.9
Office Supplies,Margate,United States,Sanjit Chand,4/3/2011,CA-2011-117016,33063,"BIC Brite Liner Highlighters, Chisel Tip",South,Consumer,9/3/2011,Standard Class,Florida,Art,5,6,0.2,1,2,0.15,3,16,20,15.55
Office Supplies,Yonkers,United States,Aimee Bixby,5/3/2011,CA-2011-169061,10701,Newell 345,East,Consumer,8/3/2011,Second Class,New York,Art,3,3,0,1,15,0.26,3,60,78,59.52
Office Supplies,Yonkers,United States,Aimee Bixby,5/3/2011,CA-2011-169061,10701,GBC Wire Binding Combs,East,Consumer,8/3/2011,Second Class,New York,Binders,3,3,0.2,1,17,0.338,6,50,65,49.63
Office Supplies,Yonkers,United States,Aimee Bixby,5/3/2011,CA-2011-169061,10701,Xerox 1891,East,Consumer,8/3/2011,Second Class,New York,Paper,3,3,0,1,46,0.47,2,98,128,97.82
Office Supplies,Yonkers,United States,Aimee Bixby,5/3/2011,CA-2011-169061,10701,Acme Forged Steel Scissors with Black Enamel Handles,East,Consumer,8/3/2011,Second Class,New York,Supplies,3,3,0,1,5,0.29,2,19,24,18.62
Technology,Yonkers,United States,Aimee Bixby,5/3/2011,CA-2011-169061,10701,Logitech Wireless Gaming Headset G930,East,Consumer,8/3/2011,Second Class,New York,Accessories,3,3,0,1,178,0.37,3,480,629,479.97
Furniture,Seattle,United States,Aaron Bergman,7/3/2011,CA-2011-156587,98103,"Global Push Button Manager's Chair, Indigo",West,Consumer,8/3/2011,First Class,Washington,Chairs,1,1,0.2,1,5,0.113,1,49,64,48.71
Office Supplies,Seattle,United States,Aaron Bergman,7/3/2011,CA-2011-156587,98103,Newell 330,West,Consumer,8/3/2011,First Class,Washington,Art,1,1,0,1,5,0.26,3,18,24,17.94
Office Supplies,Seattle,United States,Aaron Bergman,7/3/2011,CA-2011-156587,98103,"Carina 42""Hx23 3/4""W Media Storage Unit",West,Consumer,8/3/2011,First Class,Washington,Storage,1,1,0,1,5,0.02,3,243,318,242.94
Office Supplies,Des Moines,United States,Nora Pelletier,7/3/2011,US-2011-131982,98198,Catalog Binders with Expanding Posts,West,Home Office,11/3/2011,Second Class,Washington,Binders,4,3,0.2,1,34,0.313,2,108,141,107.65
Furniture,Seattle,United States,Craig Molinari,7/3/2011,CA-2011-104563,98103,"Global Leather and Oak Executive Chair, Black",West,Corporate,12/3/2011,Standard Class,Washington,Chairs,5,6,0.2,1,54,0.113,2,482,631,481.57
Furniture,Seattle,United States,Craig Molinari,7/3/2011,CA-2011-104563,98103,Office Star - Task Chair with Contemporary Loop Arms,West,Corporate,12/3/2011,Standard Class,Washington,Chairs,5,6,0.2,1,22,0.05,6,437,572,436.7
Office Supplies,Seattle,United States,Craig Molinari,7/3/2011,CA-2011-104563,98103,Newell Chalk Holder,West,Corporate,12/3/2011,Standard Class,Washington,Art,5,6,0,1,9,0.46,5,21,27,20.65
Office Supplies,Seattle,United States,Craig Molinari,7/3/2011,CA-2011-104563,98103,"Contico 72""H Heavy-Duty Storage System",West,Corporate,12/3/2011,Standard Class,Washington,Storage,5,6,0,1,0,0,5,205,269,204.9
Office Supplies,Royal Oak,United States,Scott Williamson,10/3/2011,US-2011-100279,48073,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,Consumer,14/3/2011,Standard Class,Michigan,Paper,4,6,0,1,11,0.48,2,22,29,22.38
Office Supplies,Denver,United States,Kean Thornton,10/3/2011,US-2011-140116,80219,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,17/3/2011,Standard Class,Colorado,Art,7,6,0.2,1,9,0.113,4,83,109,83.17
Office Supplies,Denver,United States,Kean Thornton,10/3/2011,US-2011-140116,80219,Tennsco 6- and 18-Compartment Lockers,West,Consumer,17/3/2011,Standard Class,Colorado,Storage,7,6,0.2,1,-16,-0.025,3,636,834,636.41
Office Supplies,Richmond,United States,Filia McAdams,11/3/2011,CA-2011-114790,40475,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,Corporate,13/3/2011,Second Class,Kentucky,Appliances,2,3,0,1,38,0.26,3,147,192,146.76
Office Supplies,Richmond,United States,Filia McAdams,11/3/2011,CA-2011-114790,40475,Xerox 198,South,Corporate,13/3/2011,Second Class,Kentucky,Paper,2,3,0,1,7,0.47,3,15,20,14.94
Technology,Richmond,United States,Filia McAdams,11/3/2011,CA-2011-114790,40475,Maxell DVD-RAM Discs,South,Corporate,13/3/2011,Second Class,Kentucky,Accessories,2,3,0,1,14,0.43,2,33,43,32.96
Technology,Richmond,United States,Filia McAdams,11/3/2011,CA-2011-114790,40475,Panasonic KX-TG9471B,South,Corporate,13/3/2011,Second Class,Kentucky,Phones,2,3,0,1,165,0.28,3,588,770,587.97
Office Supplies,New York City,United States,Kelly Andreada,11/3/2011,CA-2011-158337,10024,"Southworth 100% Résumé Paper, 24lb.",East,Consumer,14/3/2011,Second Class,New York,Paper,3,3,0,1,49,0.45,14,109,143,108.92
Office Supplies,Roseville,United States,Richard Bierner,11/3/2011,US-2011-103338,95661,Economy #2 Pencils,West,Consumer,15/3/2011,Standard Class,California,Art,4,6,0,1,2,0.26,3,8,10,7.98
Furniture,Columbus,United States,Chloris Kastensmidt,11/3/2011,CA-2011-166884,43229,Eldon Wave Desk Accessories,East,Consumer,16/3/2011,Second Class,Ohio,Furnishings,5,3,0.2,1,2,0.275,5,8,11,8.32
Office Supplies,Columbus,United States,Chloris Kastensmidt,11/3/2011,CA-2011-166884,43229,Stockwell Push Pins,East,Consumer,16/3/2011,Second Class,Ohio,Fasteners,5,3,0.2,1,2,0.163,6,10,14,10.46
Office Supplies,Chicago,United States,Rick Bensley,14/3/2011,CA-2011-152618,60653,Xerox 1963,Central,Home Office,17/3/2011,First Class,Illinois,Paper,3,1,0.2,1,3,0.313,2,8,11,8.45
Technology,Chicago,United States,Rick Bensley,14/3/2011,CA-2011-152618,60653,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,Home Office,17/3/2011,First Class,Illinois,Machines,3,1,0.3,1,156,0.271,2,575,753,574.91
Office Supplies,Huntington Beach,United States,Dean Katz,14/3/2011,CA-2011-157623,92646,Avery Hi-Liter Fluorescent Desk Style Markers,West,Corporate,18/3/2011,Standard Class,California,Art,4,6,0,1,1,0.37,1,3,4,3.38
Office Supplies,Huntington Beach,United States,Dean Katz,14/3/2011,CA-2011-157623,92646,Xerox 1972,West,Corporate,18/3/2011,Standard Class,California,Paper,4,6,0,1,5,0.45,2,11,14,10.56
Office Supplies,Jacksonville,United States,Neil Französisch,14/3/2011,CA-2011-100293,32216,Xerox 1887,South,Home Office,18/3/2011,Standard Class,Florida,Paper,4,6,0.2,1,32,0.35,6,91,119,91.06
Furniture,Chesapeake,United States,Christine Kargatis,14/3/2011,US-2011-125521,23320,Global Commerce Series High-Back Swivel/Tilt Chairs,South,Home Office,19/3/2011,Standard Class,Virginia,Chairs,5,6,0,1,285,0.25,4,1140,1494,1139.92
Office Supplies,Logan,United States,Jason Fortune-,14/3/2011,CA-2011-114510,84321,GBC Wire Binding Combs,West,Consumer,19/3/2011,Standard Class,Utah,Binders,5,6,0.2,1,11,0.338,4,33,43,33.09
Office Supplies,Logan,United States,Jason Fortune-,14/3/2011,CA-2011-114510,84321,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",West,Consumer,19/3/2011,Standard Class,Utah,Binders,5,6,0.2,1,20,0.325,2,62,81,62.05
Office Supplies,Logan,United States,Jason Fortune-,14/3/2011,CA-2011-114510,84321,Carina Double Wide Media Storage Towers in Natural & Black,West,Consumer,19/3/2011,Standard Class,Utah,Storage,5,6,0,1,3,0.04,1,81,106,80.98
Office Supplies,Logan,United States,Jason Fortune-,14/3/2011,CA-2011-114510,84321,Staples,West,Consumer,19/3/2011,Standard Class,Utah,Storage,5,6,0,1,6,0.27,2,21,28,21.36
Technology,Logan,United States,Jason Fortune-,14/3/2011,CA-2011-114510,84321,Imation 30456 USB Flash Drive 8GB,West,Consumer,19/3/2011,Standard Class,Utah,Accessories,5,6,0,1,7,0.08,12,83,109,82.8
Furniture,Tampa,United States,Alan Shonely,15/3/2011,CA-2011-149958,33614,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",South,Consumer,19/3/2011,Standard Class,Florida,Furnishings,4,6,0.2,1,5,0.113,3,46,60,45.7
Office Supplies,Tampa,United States,Alan Shonely,15/3/2011,CA-2011-149958,33614,GBC VeloBinder Manual Binding System,South,Consumer,19/3/2011,Standard Class,Florida,Binders,4,6,0.7,1,-32,-0.733,4,43,57,43.19
Office Supplies,Tampa,United States,Alan Shonely,15/3/2011,CA-2011-149958,33614,Insertable Tab Post Binder Dividers,South,Consumer,19/3/2011,Standard Class,Florida,Binders,4,6,0.7,1,-6,-0.767,3,7,9,7.22
Office Supplies,Tampa,United States,Alan Shonely,15/3/2011,CA-2011-149958,33614,Xerox 1889,South,Consumer,19/3/2011,Standard Class,Florida,Paper,4,6,0.2,1,48,0.363,3,132,173,131.9
Office Supplies,Tampa,United States,Alan Shonely,15/3/2011,CA-2011-149958,33614,"Hot File 7-Pocket, Floor Stand",South,Consumer,19/3/2011,Standard Class,Florida,Storage,4,6,0.2,1,18,0.125,1,143,187,142.78
Technology,Raleigh,United States,Kristina Nunn,16/3/2011,CA-2011-157609,27604,Polycom VoiceStation 500 Conference phone,South,Home Office,21/3/2011,Second Class,North Carolina,Phones,5,3,0.2,1,29,0.063,2,472,618,471.92
Office Supplies,Dallas,United States,Annie Zypern,17/3/2011,CA-2011-158442,75217,Newell 333,Central,Consumer,17/3/2011,Same Day,Texas,Art,0,0,0.2,1,0,0.075,2,4,6,4.45
Office Supplies,Dallas,United States,Annie Zypern,17/3/2011,CA-2011-158442,75217,Xerox 1966,Central,Consumer,17/3/2011,Same Day,Texas,Paper,0,0,0.2,1,2,0.363,1,5,7,5.18
Office Supplies,Dallas,United States,Annie Zypern,17/3/2011,CA-2011-158442,75217,Xerox 1967,Central,Consumer,17/3/2011,Same Day,Texas,Paper,0,0,0.2,1,5,0.35,3,16,20,15.55
Office Supplies,Philadelphia,United States,Quincy Jones,17/3/2011,CA-2011-127859,19134,Xerox 1909,East,Corporate,20/3/2011,Second Class,Pennsylvania,Paper,3,3,0.2,1,41,0.325,6,127,166,126.62
Furniture,New York City,United States,Christine Phan,17/3/2011,US-2011-148838,10024,Balt Solid Wood Round Tables,East,Corporate,21/3/2011,Standard Class,New York,Tables,4,6,0.4,1,-554,-0.517,4,1072,1404,1071.58
Furniture,New York City,United States,Christine Phan,17/3/2011,US-2011-148838,10024,Bretford Rectangular Conference Table Tops,East,Corporate,21/3/2011,Standard Class,New York,Tables,4,6,0.4,1,-448,-0.283,7,1580,2070,1579.75
Furniture,New York City,United States,Christine Phan,17/3/2011,US-2011-148838,10024,"Hon 30"" x 60"" Table with Locking Drawer",East,Corporate,21/3/2011,Standard Class,New York,Tables,4,6,0.4,1,-123,-0.2,3,614,804,613.91
Office Supplies,New York City,United States,Christine Phan,17/3/2011,US-2011-148838,10024,Xerox 1918,East,Corporate,21/3/2011,Standard Class,New York,Paper,4,6,0,1,76,0.49,4,155,203,155.04
Office Supplies,New York City,United States,Christine Phan,17/3/2011,US-2011-148838,10024,Xerox 1926,East,Corporate,21/3/2011,Standard Class,New York,Paper,4,6,0,1,16,0.47,7,35,46,34.86
Office Supplies,Jackson,United States,Mark Haberlin,17/3/2011,US-2011-164763,39212,Belkin 6 Outlet Metallic Surge Strip,South,Corporate,21/3/2011,Standard Class,Mississippi,Appliances,4,6,0,1,8,0.26,3,33,43,32.67
Office Supplies,Jackson,United States,Mark Haberlin,17/3/2011,US-2011-164763,39212,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",South,Corporate,21/3/2011,Standard Class,Mississippi,Binders,4,6,0,1,5,0.47,3,11,15,11.43
Office Supplies,Jackson,United States,Mark Haberlin,17/3/2011,US-2011-164763,39212,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",South,Corporate,21/3/2011,Standard Class,Mississippi,Binders,4,6,0,1,15,0.49,2,30,40,30.44
Office Supplies,Jackson,United States,Mark Haberlin,17/3/2011,US-2011-164763,39212,EcoTones Memo Sheets,South,Corporate,21/3/2011,Standard Class,Mississippi,Paper,4,6,0,1,8,0.48,4,16,21,16
Office Supplies,Jackson,United States,Mark Haberlin,17/3/2011,US-2011-164763,39212,Xerox 1957,South,Corporate,21/3/2011,Standard Class,Mississippi,Paper,4,6,0,1,6,0.49,2,13,17,12.96
Office Supplies,Lakeville,United States,Bradley Nguyen,17/3/2011,CA-2011-118339,55044,Bionaire Personal Warm Mist Humidifier/Vaporizer,Central,Consumer,24/3/2011,Standard Class,Minnesota,Appliances,7,6,0,1,37,0.39,2,94,123,93.78
Office Supplies,Lakeville,United States,Bradley Nguyen,17/3/2011,CA-2011-118339,55044,Newell 35,Central,Consumer,24/3/2011,Standard Class,Minnesota,Art,7,6,0,1,6,0.29,6,20,26,19.68
Office Supplies,Lakeville,United States,Bradley Nguyen,17/3/2011,CA-2011-118339,55044,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Central,Consumer,24/3/2011,Standard Class,Minnesota,Binders,7,6,0,1,17,0.48,6,36,47,35.88
Office Supplies,Lakeville,United States,Bradley Nguyen,17/3/2011,CA-2011-118339,55044,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,Consumer,24/3/2011,Standard Class,Minnesota,Binders,7,6,0,1,25,0.47,10,53,70,53.4
Office Supplies,Lakeville,United States,Bradley Nguyen,17/3/2011,CA-2011-118339,55044,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Central,Consumer,24/3/2011,Standard Class,Minnesota,Paper,7,6,0,1,24,0.5,7,47,62,47.18
Furniture,San Francisco,United States,Eileen Kiefer,18/3/2011,CA-2011-111871,94110,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,Home Office,21/3/2011,Second Class,California,Bookcases,3,3,0.15,1,70,0.059,10,1198,1570,1198.33
Furniture,Jacksonville,United States,Sean Miller,18/3/2011,CA-2011-145317,32216,"Dana Fluorescent Magnifying Lamp, White, 36""",South,Home Office,23/3/2011,Standard Class,Florida,Furnishings,5,6,0.2,1,15,0.125,3,122,160,122.35
